Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Row ID,Postal Code,Sales,Quantity,Profit,Profit_year,Profit_month,Profit_day,Profit_dayofweek,Profit_quarter,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000090032,1970-01-01 00:00:00.000001706,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000085,1970,1,1,3,1,2014,6,9,0,2,2014,6,14,5,2,False,False,True,False,False,False,False,True,False,False
CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,Los Angeles,California,West,TEC-PH-10002033,Technology,Phones,Easy-staple paper,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000090032,1970-01-01 00:00:00.000000911,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000068,1970,1,1,3,1,2014,6,9,0,2,2014,6,14,5,2,False,False,True,False,False,False,False,True,False,True
CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,Concord,North Carolina,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000028027,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000005,1970,1,1,3,1,2017,4,15,5,2,2017,4,20,3,2,False,False,True,False,False,False,True,False,True,False
CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Irene Maddox,Consumer,Seattle,Washington,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000098103,1970-01-01 00:00:00.000000407,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000132,1970,1,1,3,1,2016,12,5,0,4,2016,12,10,5,4,False,False,True,False,False,False,False,True,True,False
US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000076106,1970-01-01 00:00:00.000000068,1970-01-01 00:00:00.000000005,1969-12-31 23:59:59.999999877,1969,12,31,2,4,2015,11,22,6,4,2015,11,26,3,4,False,False,True,False,True,False,False,False,True,False
US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000076106,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,1969-12-31 23:59:59.999999997,1969,12,31,2,4,2015,11,22,6,4,2015,11,26,3,4,False,False,True,False,True,False,False,False,True,False
CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,Madison,Wisconsin,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000053711,1970-01-01 00:00:00.000000665,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000013,1970,1,1,3,1,2014,11,11,1,4,2014,11,18,1,4,False,False,True,False,False,False,False,False,True,False
CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,West Jordan,Utah,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000084084,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000009,1970,1,1,3,1,2014,5,13,1,2,2014,5,15,3,2,False,True,False,False,False,False,False,True,True,False
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000094109,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,1970,1,1,3,1,2014,8,27,2,3,2014,9,1,0,3,False,True,False,False,False,False,False,True,True,False
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000094109,1970-01-01 00:00:00.000000213,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,1970,1,1,3,1,2014,8,27,2,3,2014,9,1,0,3,False,True,False,False,False,False,False,True,False,True
CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000094109,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000007,1970,1,1,3,1,2014,8,27,2,3,2014,9,1,0,3,False,True,False,False,False,False,False,True,True,False
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000068025,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,1970,1,1,3,1,2016,12,9,4,4,2016,12,13,1,4,False,False,True,True,False,False,False,False,True,False
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000068025,1970-01-01 00:00:00.000000060,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000015,1970,1,1,3,1,2016,12,9,4,4,2016,12,13,1,4,False,False,True,True,False,False,False,False,True,False
US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000071,1970-01-01 00:00:00.000000002,1969-12-31 23:59:59.999999999,1969,12,31,2,4,2017,7,16,6,3,2017,7,18,1,3,False,True,False,False,False,True,False,False,False,False
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,Orem,Utah,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000084057,1970-01-01 00:00:00.000001044,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000240,1970,1,1,3,1,2015,9,25,4,3,2015,9,30,2,3,False,False,True,False,False,False,False,True,False,False
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000090049,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000004,1970,1,1,3,1,2016,1,16,5,1,2016,1,20,2,1,False,True,False,False,False,False,False,True,True,False
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Easy-staple paper,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000090049,1970-01-01 00:00:00.000000090,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000011,1970,1,1,3,1,2016,1,16,5,1,2016,1,20,2,1,False,True,False,False,False,False,False,True,False,True
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000003083,1970-01-01 00:00:00.000000007,1969-12-31 23:59:59.999998335,1969,12,31,2,4,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,False,False
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000002,1969-12-31 23:59:59.999999993,1969,12,31,2,4,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,True,False
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1970-01-01 00:00:00.000000030,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000124,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000015,1970,1,1,3,1,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,False,False
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1970,1,1,3,1,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,True,False
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000086,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000009,1970,1,1,3,1,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,True,False
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,1969-12-31 23:59:59.999999995,1969,12,31,2,4,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,True,False
US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000019140,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,1970,1,1,3,1,2015,9,17,3,3,2015,9,21,0,3,False,False,True,False,False,True,False,False,True,False
CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000077095,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000009,1970,1,1,3,1,2017,10,19,3,4,2017,10,23,0,4,False,True,False,False,True,False,False,False,True,False
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000075080,1970-01-01 00:00:00.000001097,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000123,1970,1,1,3,1,2016,12,8,3,4,2016,12,10,5,4,False,False,False,True,False,False,False,False,False,True
CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000075080,1970-01-01 00:00:00.000000190,1970-01-01 00:00:00.000000005,1969-12-31 23:59:59.999999853,1969,12,31,2,4,2016,12,8,3,4,2016,12,10,5,4,False,False,False,True,False,False,False,False,False,False
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000077041,1970-01-01 00:00:00.000000113,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000035,1970,1,1,3,1,2015,12,27,6,4,2015,12,31,3,4,False,False,True,False,True,False,False,False,True,False
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000077041,1970-01-01 00:00:00.000000532,1970-01-01 00:00:00.000000003,1969-12-31 23:59:59.999999954,1969,12,31,2,4,2015,12,27,6,4,2015,12,31,3,4,False,False,True,False,True,False,False,False,False,False
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000077041,1970-01-01 00:00:00.000000212,1970-01-01 00:00:00.000000003,1969-12-31 23:59:59.999999985,1969,12,31,2,4,2015,12,27,6,4,2015,12,31,3,4,False,False,True,False,True,False,False,False,False,False
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000077041,1970-01-01 00:00:00.000000371,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000041,1970,1,1,3,1,2015,12,27,6,4,2015,12,31,3,4,False,False,True,False,True,False,False,False,False,True
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,Naperville,Illinois,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000060540,1970-01-01 00:00:00.000000147,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,1970,1,1,3,1,2017,9,10,6,3,2017,9,15,4,3,False,False,True,True,False,False,False,False,False,True
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000090049,1970-01-01 00:00:00.000000077,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,1970,1,1,3,1,2016,7,17,6,3,2016,7,22,4,3,False,False,True,True,False,False,False,True,True,False
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000032935,1970-01-01 00:00:00.000000095,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000009,1970,1,1,3,1,2017,9,19,1,3,2017,9,23,5,3,False,False,True,True,False,False,True,False,True,False
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000055122,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000019,1970,1,1,3,1,2016,3,11,4,1,2016,3,13,6,1,False,False,False,True,False,False,False,False,False,True
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000055122,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,1970,1,1,3,1,2016,3,11,4,1,2016,3,13,6,1,False,False,False,True,False,False,False,False,True,False
CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",1970-01-01 00:00:00.000000047,1970-01-01 00:00:00.000048185,1970-01-01 00:00:00.000000211,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,1970,1,1,3,1,2014,10,20,0,4,2014,10,25,5,4,False,True,False,False,False,False,False,False,True,False
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,Easy-staple paper,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000019901,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,1970,1,1,3,1,2016,6,20,0,2,2016,6,25,5,2,False,False,True,False,False,True,False,False,False,True
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000019901,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006,1970,1,1,3,1,2016,6,20,0,2,2016,6,25,5,2,False,False,True,False,False,True,False,False,False,True
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",1970-01-01 00:00:00.000000050,1970-01-01 00:00:00.000047150,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000017,1970,1,1,3,1,2015,4,18,5,2,2015,4,22,2,2,False,False,True,False,False,False,False,False,True,False
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,1970-01-01 00:00:00.000000051,1970-01-01 00:00:00.000047150,1970-01-01 00:00:00.000000075,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000035,1970,1,1,3,1,2015,4,18,5,2,2015,4,22,2,2,False,False,True,False,False,False,False,False,True,False
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,1970-01-01 00:00:00.000000052,1970-01-01 00:00:00.000047150,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,1970,1,1,3,1,2015,4,18,5,2,2015,4,22,2,2,False,False,True,False,False,False,False,False,False,False
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",1970-01-01 00:00:00.000000053,1970-01-01 00:00:00.000047150,1970-01-01 00:00:00.000000089,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000017,1970,1,1,3,1,2015,4,18,5,2,2015,4,22,2,2,False,False,True,False,False,False,False,False,False,False
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,1970-01-01 00:00:00.000000054,1970-01-01 00:00:00.000010024,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,1970,1,1,3,1,2016,12,11,6,4,2016,12,17,5,4,False,False,True,True,False,True,False,False,True,False
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000010024,1970-01-01 00:00:00.000001029,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000298,1970,1,1,3,1,2016,12,11,6,4,2016,12,17,5,4,False,False,True,True,False,True,False,False,False,True
