Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Sales_log,Sales_sqrt,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,85.3092,2014,6,9,0,2,2014,6,14,5,2,7.442600508432343,41.30598019657686,3.0,0.4472135954999579,False,False,True,False,False,False,False,True,False,False
12,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Easy-staple paper,911.424,4,0.2,68.3568,2014,6,9,0,2,2014,6,14,5,2,6.816104794316803,30.18979960185228,2.0,0.4472135954999579,False,False,True,False,False,False,False,True,False,True
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,2017,4,15,5,2,2017,4,20,3,2,2.8065069404432417,3.943602414037196,1.7320508075688772,0.4472135954999579,False,False,True,False,False,False,True,False,True,False
14,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Irene Maddox,Consumer,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,0.2,132.5922,2016,12,5,0,4,2016,12,10,5,4,6.0136564746144785,20.198415779461516,1.7320508075688772,0.4472135954999579,False,False,True,False,False,False,False,True,True,False
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,0.8,-123.858,2015,11,22,6,4,2015,11,26,3,4,4.24577726598231,8.295179322956196,2.23606797749979,0.8944271909999159,False,False,True,False,True,False,False,False,True,False
16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,-3.816,2015,11,22,6,4,2015,11,26,3,4,1.2652560327428346,1.594992162990151,1.7320508075688772,0.8944271909999159,False,False,True,False,True,False,False,False,True,False
17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.3176,2014,11,11,1,4,2014,11,18,1,4,6.502610119684893,25.804650743615966,2.449489742783178,0.0,False,False,True,False,False,False,False,False,True,False
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.99,2014,5,13,1,2,2014,5,15,3,2,4.034240638152395,7.44983221287567,1.4142135623730951,0.0,False,True,False,False,False,False,False,True,True,False
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824,2014,8,27,2,3,2014,9,1,0,3,2.25758772706331,2.925747767665559,1.4142135623730951,0.0,False,True,False,False,False,False,False,True,True,False
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011,2014,8,27,2,3,2014,9,1,0,3,5.3682164939277035,14.610954794263105,1.7320508075688772,0.4472135954999579,False,True,False,False,False,False,False,True,False,True
21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,2014,8,27,2,3,2014,9,1,0,3,3.1663185741295248,4.766550115125193,2.0,0.4472135954999579,False,True,False,False,False,False,False,True,True,False
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,5.0596,2016,12,9,4,4,2016,12,13,1,4,3.0184717605234805,4.411349000022556,2.6457513110645907,0.0,False,False,True,True,False,False,False,False,True,False
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,2016,12,9,4,4,2016,12,13,1,4,4.116432158686106,7.767882594375381,2.6457513110645907,0.0,False,False,True,True,False,False,False,False,True,False
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,2017,7,16,6,3,2017,7,18,1,3,4.28181948425685,8.448195073505346,1.4142135623730951,0.5477225575051661,False,True,False,False,False,True,False,False,False,False
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,2015,9,25,4,3,2015,9,30,2,3,6.952374853558705,32.32073637774981,1.7320508075688772,0.0,False,False,True,False,False,False,False,True,False,False
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,2016,1,16,5,1,2016,1,20,2,1,2.537499099907171,3.4129166412322465,1.4142135623730951,0.4472135954999579,False,True,False,False,False,False,False,True,True,False
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Easy-staple paper,90.57,3,0.0,11.7741,2016,1,16,5,1,2016,1,20,2,1,4.517103707119641,9.516827202382105,1.7320508075688772,0.0,False,True,False,False,False,False,False,True,False,True
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,2015,9,17,3,3,2015,9,21,0,3,8.034122154276439,55.52864125836324,2.6457513110645907,0.7071067811865476,False,False,True,False,False,True,False,False,False,False
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,2015,9,17,3,3,2015,9,21,0,3,2.3625506741614797,3.1012900541548833,1.4142135623730951,0.8366600265340756,False,False,True,False,False,True,False,False,True,False
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,2015,9,17,3,3,2015,9,21,0,3,4.829912458665998,11.144505372604026,1.7320508075688772,0.4472135954999579,False,False,True,False,False,True,False,False,False,False
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,2015,9,17,3,3,2015,9,21,0,3,1.4502076868635432,1.8066543665017942,1.4142135623730951,0.4472135954999579,False,False,True,False,False,True,False,False,True,False
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,2015,9,17,3,3,2015,9,21,0,3,4.4693962808107885,9.289994617867118,2.449489742783178,0.4472135954999579,False,False,True,False,False,True,False,False,True,False
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,2015,9,17,3,3,2015,9,21,0,3,2.061532121136268,2.6187783411354233,2.449489742783178,0.8366600265340756,False,False,True,False,False,True,False,False,True,False
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,2015,9,17,3,3,2015,9,21,0,3,2.818995095053937,3.9698866482558417,1.4142135623730951,0.4472135954999579,False,False,True,False,False,True,False,False,True,False
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,2017,10,19,3,4,2017,10,23,0,4,3.416808229176303,5.428812024743535,1.7320508075688772,0.4472135954999579,False,True,False,False,True,False,False,False,True,False
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,2016,12,8,3,4,2016,12,10,5,4,7.001740945642436,33.12920162032282,2.6457513110645907,0.4472135954999579,False,False,False,True,False,False,False,False,False,True
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,2016,12,8,3,4,2016,12,10,5,4,5.257078618531439,13.817380359532699,2.23606797749979,0.7745966692414834,False,False,False,True,False,False,False,False,False,False
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,2015,12,27,6,4,2015,12,31,3,4,4.739071510179493,10.6455624557841,3.0,0.4472135954999579,False,False,True,False,True,False,False,False,True,False
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,2015,12,27,6,4,2015,12,31,3,4,6.279270111934266,23.07377732405338,1.7320508075688772,0.565685424949238,False,False,True,False,True,False,False,False,False,False
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,2015,12,27,6,4,2015,12,31,3,4,5.361564429111865,14.562211370530232,1.7320508075688772,0.5477225575051661,False,False,True,False,True,False,False,False,False,False
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,2015,12,27,6,4,2015,12,31,3,4,5.919345365229957,19.26572085337063,2.0,0.4472135954999579,False,False,True,False,True,False,False,False,False,True
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,2017,9,10,6,3,2017,9,15,4,3,4.998346765120501,12.131281877856107,2.0,0.4472135954999579,False,False,True,True,False,False,False,False,False,True
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,2016,7,17,6,3,2016,7,22,4,3,4.36792771029438,8.824964589164082,1.4142135623730951,0.0,False,False,True,True,False,False,False,True,True,False
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,2017,9,19,1,3,2017,9,23,5,3,4.570744358973074,9.778343417982414,1.4142135623730951,0.4472135954999579,False,False,True,True,False,False,True,False,True,False
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,2016,3,11,4,1,2016,3,13,6,1,3.849721979230767,6.780855403265874,1.4142135623730951,0.0,False,False,False,True,False,False,False,False,False,True
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,2016,3,11,4,1,2016,3,13,6,1,2.9156062290747062,4.178516483155236,1.4142135623730951,0.0,False,False,False,True,False,False,False,False,True,False
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2014,10,20,0,4,2014,10,25,5,4,5.361104354646802,14.558846108122717,2.0,0.0,False,True,False,False,False,False,False,False,True,False
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Easy-staple paper,45.0,3,0.0,4.95,2016,6,20,0,2,2016,6,25,5,2,3.828641396489095,6.708203932499369,1.7320508075688772,0.0,False,False,True,False,False,True,False,False,False,True
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,2016,6,20,0,2,2016,6,25,5,2,3.126760535960395,4.669047011971501,1.4142135623730951,0.0,False,False,True,False,False,True,False,False,False,True
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,2015,4,18,5,2,2015,4,22,2,2,3.6691868207682004,6.182232606429492,2.449489742783178,0.0,False,False,True,False,False,False,False,False,True,False
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2015,4,18,5,2,2015,4,22,2,2,4.333098961050458,8.670640114778147,2.449489742783178,0.0,False,False,True,False,False,False,False,False,True,False
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,18,5,2,2015,4,22,2,2,1.9685099809725544,2.4819347291981715,1.4142135623730951,0.0,False,False,True,False,False,False,False,False,False,False
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,2015,4,18,5,2,2015,4,22,2,2,4.5107496103686,9.486305919587455,1.0,0.0,False,False,True,False,False,False,False,False,False,False
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,2016,12,11,6,4,2016,12,17,5,4,2.7887081041196646,3.906404996924922,2.6457513110645907,0.0,False,False,True,True,False,True,False,False,True,False
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2016,12,11,6,4,2016,12,17,5,4,6.938235986235724,32.0928340911176,2.23606797749979,0.0,False,False,True,True,False,True,False,False,False,True
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,2016,6,17,4,2,2016,6,18,5,2,5.345010094540019,14.441606558828557,2.449489742783178,0.0,False,False,False,False,False,True,False,False,True,False
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,2016,6,17,4,2,2016,6,18,5,2,3.5085558999826545,5.692099788303083,2.23606797749979,0.0,False,False,False,False,False,True,False,False,True,False
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,2016,6,17,4,2,2016,6,18,5,2,5.769601425693419,17.872045210327776,2.23606797749979,0.31622776601683794,False,False,False,False,False,True,False,False,False,False
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,17,4,2,2016,6,18,5,2,2.7447035187502458,3.8157568056677826,1.4142135623730951,0.0,False,False,False,False,False,True,False,False,True,False
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Easy-staple paper,30.0,2,0.0,3.3,2016,6,17,4,2,2016,6,18,5,2,3.4339872044851463,5.477225575051661,1.4142135623730951,0.0,False,False,False,False,False,True,False,False,False,True
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,2016,6,17,4,2,2016,6,18,5,2,3.901568547524287,6.962758074211684,2.0,0.4472135954999579,False,False,False,False,False,True,False,False,True,False
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,17,4,2,2016,6,18,5,2,0.9858167945227653,1.296148139681572,1.0,0.0,False,False,False,False,False,True,False,False,True,False
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,2015,11,24,1,4,2015,11,30,0,4,2.7067159780890733,3.7389838191679834,1.4142135623730951,0.0,False,False,True,False,False,False,False,True,False,True
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,24,1,4,2015,11,30,0,4,3.2892970091639273,5.081731988210319,2.449489742783178,0.4472135954999579,False,False,True,False,False,False,False,True,True,False
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,2015,11,24,1,4,2015,11,30,0,4,4.9953862833335165,12.11321592311472,1.7320508075688772,0.0,False,False,True,False,False,False,False,True,True,False
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,2015,11,24,1,4,2015,11,30,0,4,4.391481793444637,8.930845424706442,2.0,0.0,False,False,True,False,False,False,False,True,False,False
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,2015,4,30,3,2,2015,5,5,1,2,5.36651325386079,14.59845882276619,2.23606797749979,0.5477225575051661,False,False,True,False,True,False,False,False,False,False
