Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Sales_log,Sales_sqrt,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,2015,9,17,3,3,2015,9,21,0,3,1.4502077,1.8066543,1.4142135,0.4472136,False,False,True,False,False,True,False,False,True,False
2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,2015,9,17,3,3,2015,9,21,0,3,4.469396,9.289994,2.4494898,0.4472136,False,False,True,False,False,True,False,False,True,False
2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,2015,9,17,3,3,2015,9,21,0,3,2.061532,2.6187782,2.4494898,0.83666,False,False,True,False,False,True,False,False,True,False
2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,2015,9,17,3,3,2015,9,21,0,3,2.818995,3.9698865,1.4142135,0.4472136,False,False,True,False,False,True,False,False,True,False
2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,2017,10,19,3,4,2017,10,23,0,4,3.4168081,5.428812,1.7320508,0.4472136,False,True,False,False,True,False,False,False,True,False
2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,2016,12,8,3,4,2016,12,10,5,4,7.001741,33.1292,2.6457512,0.4472136,False,False,False,True,False,False,False,False,False,True
2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,2016,12,8,3,4,2016,12,10,5,4,5.2570786,13.81738,2.236068,0.7745967,False,False,False,True,False,False,False,False,False,False
2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,2015,12,27,6,4,2015,12,31,3,4,4.7390714,10.645562,3.0,0.4472136,False,False,True,False,True,False,False,False,True,False
2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,2015,12,27,6,4,2015,12,31,3,4,6.27927,23.073778,1.7320508,0.56568545,False,False,True,False,True,False,False,False,False,False
2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,2015,12,27,6,4,2015,12,31,3,4,5.3615646,14.562211,1.7320508,0.5477226,False,False,True,False,True,False,False,False,False,False
2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,2015,12,27,6,4,2015,12,31,3,4,5.9193454,19.26572,2.0,0.4472136,False,False,True,False,True,False,False,False,False,True
2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,2017,9,10,6,3,2017,9,15,4,3,4.998347,12.131282,2.0,0.4472136,False,False,True,True,False,False,False,False,False,True
2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,2016,7,17,6,3,2016,7,22,4,3,4.3679276,8.824965,1.4142135,0.0,False,False,True,True,False,False,False,True,True,False
2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,2017,9,19,1,3,2017,9,23,5,3,4.5707445,9.778343,1.4142135,0.4472136,False,False,True,True,False,False,True,False,True,False
2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,2016,3,11,4,1,2016,3,13,6,1,3.849722,6.780855,1.4142135,0.0,False,False,False,True,False,False,False,False,False,True
2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,2016,3,11,4,1,2016,3,13,6,1,2.9156063,4.1785164,1.4142135,0.0,False,False,False,True,False,False,False,False,True,False
2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2014,10,20,0,4,2014,10,25,5,4,5.3611045,14.558846,2.0,0.0,False,True,False,False,False,False,False,False,True,False
2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Easy-staple paper,45.0,3,0.0,4.95,2016,6,20,0,2,2016,6,25,5,2,3.8286414,6.708204,1.7320508,0.0,False,False,True,False,False,True,False,False,False,True
2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,2016,6,20,0,2,2016,6,25,5,2,3.1267605,4.669047,1.4142135,0.0,False,False,True,False,False,True,False,False,False,True
2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,2015,4,18,5,2,2015,4,22,2,2,3.6691868,6.1822324,2.4494898,0.0,False,False,True,False,False,False,False,False,True,False
2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2015,4,18,5,2,2015,4,22,2,2,4.333099,8.67064,2.4494898,0.0,False,False,True,False,False,False,False,False,True,False
2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,18,5,2,2015,4,22,2,2,1.96851,2.4819348,1.4142135,0.0,False,False,True,False,False,False,False,False,False,False
2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,2015,4,18,5,2,2015,4,22,2,2,4.51075,9.486306,1.0,0.0,False,False,True,False,False,False,False,False,False,False
2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,2016,12,11,6,4,2016,12,17,5,4,2.7887082,3.906405,2.6457512,0.0,False,False,True,True,False,True,False,False,True,False
2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2016,12,11,6,4,2016,12,17,5,4,6.9382358,32.092834,2.236068,0.0,False,False,True,True,False,True,False,False,False,True
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,2016,6,17,4,2,2016,6,18,5,2,5.3450103,14.4416065,2.4494898,0.0,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,2016,6,17,4,2,2016,6,18,5,2,3.508556,5.6920996,2.236068,0.0,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,2016,6,17,4,2,2016,6,18,5,2,5.7696013,17.872046,2.236068,0.31622776,False,False,False,False,False,True,False,False,False,False
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,17,4,2,2016,6,18,5,2,2.7447035,3.8157568,1.4142135,0.0,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Easy-staple paper,30.0,2,0.0,3.3,2016,6,17,4,2,2016,6,18,5,2,3.4339871,5.477226,1.4142135,0.0,False,False,False,False,False,True,False,False,False,True
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,2016,6,17,4,2,2016,6,18,5,2,3.9015687,6.962758,2.0,0.4472136,False,False,False,False,False,True,False,False,True,False
2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,17,4,2,2016,6,18,5,2,0.9858168,1.2961482,1.0,0.0,False,False,False,False,False,True,False,False,True,False
2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,2015,11,24,1,4,2015,11,30,0,4,2.706716,3.7389839,1.4142135,0.0,False,False,True,False,False,False,False,True,False,True
2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,24,1,4,2015,11,30,0,4,3.289297,5.081732,2.4494898,0.4472136,False,False,True,False,False,False,False,True,True,False
2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,2015,11,24,1,4,2015,11,30,0,4,4.995386,12.113215,1.7320508,0.0,False,False,True,False,False,False,False,True,True,False
2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,2015,11,24,1,4,2015,11,30,0,4,4.391482,8.930845,2.0,0.0,False,False,True,False,False,False,False,True,False,False
2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,2015,4,30,3,2,2015,5,5,1,2,5.3665133,14.598459,2.236068,0.5477226,False,False,True,False,True,False,False,False,False,False
2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,2014,12,5,4,4,2014,12,10,2,4,7.015734,33.362015,2.828427,0.4472136,False,False,True,True,False,False,False,True,True,False
2014-12-05,2014-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,2014,12,5,4,4,2014,12,10,2,4,5.1297092,12.960247,2.0,0.4472136,False,False,True,True,False,False,False,True,False,True
2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,2016,6,4,5,2,2016,6,6,0,2,4.3422456,8.710913,1.4142135,0.0,False,False,False,False,False,False,True,False,True,False
2016-09-18,2016-09-23,Standard Class,HM-14980,Henry MacAllister,Consumer,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,2016,9,18,6,3,2016,9,23,4,3,1.7256197,2.1484878,1.0,0.4472136,False,False,True,False,False,True,False,False,True,False
2017-09-14,2017-09-17,Second Class,TB-21520,Tracy Blumstein,Consumer,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,2017,9,14,3,3,2017,9,17,6,3,2.9982293,4.3646307,1.7320508,0.0,False,True,False,False,False,False,False,False,True,False
2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,2015,4,26,6,2,2015,5,2,5,2,6.724957,28.8433,2.828427,0.4472136,False,False,True,False,False,False,True,False,False,False
2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,2015,4,26,6,2,2015,5,2,5,2,4.585376,9.850888,1.4142135,0.4472136,False,False,True,False,False,False,True,False,False,False
2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,2015,4,26,6,2,2015,5,2,5,2,4.3011417,8.531354,1.0,0.4472136,False,False,True,False,False,False,True,False,True,False
